iter	Logloss
442	0.1245921755
443	0.124287754
444	0.1240766112
445	0.1237399315
446	0.1235593789
447	0.1233181972
448	0.12317759
449	0.1230332407
450	0.1228871944
451	0.1226658114
452	0.1225017359
453	0.1223079986
454	0.1220040702
455	0.1218712375
456	0.1216690803
457	0.1216214111
458	0.1214612083
459	0.1210888765
460	0.1209674951
461	0.1206730165
462	0.1204163149
463	0.1202568083
464	0.1199875023
465	0.1197097111
466	0.1195665222
467	0.1193691877
468	0.1192319167
469	0.1190957262
470	0.1188466467
471	0.1185559247
472	0.1182657177
473	0.1179551534
474	0.1177005768
475	0.1175583089
476	0.1173457447
477	0.1170967958
478	0.1170278629
479	0.1167676367
480	0.1165723184
481	0.1162470538
482	0.1160500965
483	0.115887631
484	0.1157708114
485	0.1155005045
486	0.1153919234
487	0.1151557168
488	0.1149958404
489	0.1147896364
490	0.1146363668
491	0.1144633928
492	0.1142571308
493	0.1140447624
494	0.1138757191
495	0.1136293665
496	0.1134537817
497	0.1132733015
498	0.1129975192
499	0.1127627413
500	0.1126283566
501	0.1124652674
502	0.1122832788
503	0.1120615985
504	0.1119312533
505	0.1117203208
506	0.1116101588
507	0.1113991393
508	0.1112012537
509	0.1109595571
510	0.1108600051
511	0.1107296382
512	0.110512592
513	0.1104156146
514	0.1102301449
515	0.1100998215
516	0.1099380377
517	0.1098624472
518	0.1096494406
519	0.1095013854
520	0.1092308102
521	0.1090391253
522	0.1088410222
523	0.1086084634
524	0.1083955438
525	0.1082755549
526	0.108063919
527	0.1078807555
528	0.1077584894
529	0.107666545
530	0.1074712485
531	0.107282392
532	0.1070935935
533	0.1069641766
534	0.1067977731
535	0.1066496526
536	0.106505927
537	0.106403213
538	0.1062959591
539	0.1061321302
540	0.1059582351
541	0.1057716848
542	0.1055641174
543	0.1053272581
544	0.105150201
545	0.1049637232
546	0.1048085535
547	0.1045970699
548	0.1045436061
549	0.1045235391
550	0.104367985
551	0.1042933373
552	0.1041332578
553	0.1038703918
554	0.1036452522
555	0.1034625093
556	0.1033677656
557	0.1032686995
558	0.1031548098
559	0.1030191197
560	0.1029059914
561	0.1027752836
562	0.1025549305
563	0.1024685994
564	0.1023218061
565	0.1021949275
566	0.102020445
567	0.1018685606
568	0.1017156391
569	0.1015377987
570	0.1014680173
571	0.1012175527
572	0.101085322
573	0.1009622218
574	0.1008166687
575	0.1006260571
576	0.1004666376
577	0.100303853
578	0.1002094283
579	0.1001280143
580	0.1000055451
581	0.09985896208
582	0.09971235007
583	0.09960702526
584	0.0994768179
585	0.09924730511
586	0.09922999393
587	0.09900984383
588	0.09893028636
589	0.09876935836
590	0.09859620301
591	0.09840810798
592	0.09822906378
593	0.09810072025
594	0.09792174858
595	0.09781413205
596	0.09781335606
597	0.09771595799
598	0.09750956546
599	0.09736552075
600	0.09718440966
601	0.09702330034
602	0.09689417357
603	0.09670734768
604	0.09653760091
605	0.0964600088
606	0.09625096194
607	0.09612583117
608	0.09594136227
609	0.09585989745
610	0.0957569804
611	0.09557532539
612	0.09534579085
613	0.09517903201
614	0.09501285335
615	0.0948009491
616	0.09468125028
617	0.09453822089
618	0.09433088556
619	0.09409798597
620	0.09397808409
621	0.09383158811
622	0.09362189579
623	0.09345232307
624	0.09336158985
625	0.09323903363
626	0.09306378963
627	0.09289109843
628	0.09267717079
629	0.09247512237
630	0.09235712784
631	0.09226199248
632	0.09207142442
633	0.09191558026
634	0.09175215021
635	0.09161906369
636	0.0914586651
637	0.09131108853
638	0.09123387355
639	0.09110274514
640	0.09092623199
641	0.0908531363
642	0.09067460702
643	0.09057506228
644	0.0905544223
645	0.09042214078
646	0.09029717681
647	0.09016806454
648	0.08996586383
649	0.08987262856
650	0.0897475268
651	0.08965519082
652	0.08950573591
653	0.08936028426
654	0.08919356894
655	0.08908284118
656	0.08895340256
657	0.08886895706
658	0.08872076404
659	0.08860300884
660	0.08849073635
661	0.08835600356
662	0.0881538101
663	0.08808215761
664	0.08795590999
665	0.08778855647
666	0.08769548075
667	0.08755477209
668	0.08742730608
669	0.08728189795
670	0.08720479175
671	0.08707185752
672	0.08695777922
673	0.08688040469
674	0.08673199411
675	0.08670627754
676	0.0865882685
677	0.08644460091
678	0.0862634463
679	0.08611729843
680	0.08601257556
681	0.08586647121
682	0.08574670712
683	0.08564330416
684	0.08554703745
685	0.08548286931
686	0.0854712004
687	0.08534959423
688	0.08520197415
689	0.08504121294
690	0.08492660522
691	0.08477036944
692	0.08476511154
693	0.08468758471
694	0.08459182565
695	0.08444768666
696	0.08440279507
697	0.08428841217
698	0.08419518416
699	0.08405580267
700	0.08387287851
701	0.08377324674
702	0.08367299852
703	0.08343359363
704	0.08332089326
705	0.08320838145
706	0.08307565754
707	0.08293007535
708	0.08277259943
709	0.08263611884
710	0.08256439383
711	0.08244135171
712	0.08236085145
713	0.08222844664
714	0.0821398891
715	0.08204172229
716	0.08192000734
717	0.08181453748
718	0.08171772685
719	0.08159018107
720	0.08143110964
721	0.08132965755
722	0.08122086616
723	0.08114414433
724	0.08108212286
725	0.08087751439
726	0.08079153141
727	0.08077199377
728	0.08063734802
729	0.08053266866
730	0.08043853412
731	0.08029873924
732	0.08019539431
733	0.08007758833
734	0.07997464227
735	0.07983601501
736	0.07971878197
737	0.07963868783
738	0.07951395593
739	0.07948774621
740	0.07934012612
741	0.07921625
742	0.07916583217
743	0.07905564109
744	0.07901311374
745	0.07887929474
746	0.07879814177
747	0.07865424211
748	0.07856190613
749	0.07844912598
750	0.07832081146
751	0.07816239999
752	0.07802948752
753	0.07792064536
754	0.07782529969
755	0.07771581207
756	0.07766390753
757	0.07760203837
758	0.07749658302
759	0.0774132181
760	0.07733238423
761	0.07725403064
762	0.07713690638
763	0.07702188528
764	0.0769089891
765	0.07688798651
766	0.07677749083
767	0.07667551657
768	0.07658801061
769	0.07646071866
770	0.07630106705
771	0.07617517479
772	0.07606203203
773	0.07597907324
774	0.07581823951
775	0.07572157392
776	0.07565347505
777	0.07560049717
778	0.07550810317
779	0.07541784134
780	0.0753297552
781	0.07527485547
782	0.07519531975
783	0.07509636244
784	0.07496783035
785	0.07485383182
786	0.07474005812
787	0.07459971207
788	0.07452993792
789	0.07445226604
790	0.0743308992
791	0.07420299806
792	0.07414690895
793	0.07407380601
794	0.07393145833
795	0.07386875515
796	0.07375553987
797	0.07370913255
798	0.07365372516
799	0.07354548494
800	0.07342636631
801	0.07331761117
802	0.07323698037
803	0.07313586913
804	0.07309926689
805	0.07300248527
806	0.07294053632
807	0.07285471289
808	0.07278055111
809	0.07274591424
810	0.07268307327
811	0.07260931037
812	0.07254327114
813	0.07247351875
814	0.07231733373
815	0.07220784612
816	0.07209233186
817	0.07200272999
818	0.07191848755
819	0.07181619419
820	0.07169228906
821	0.07162543032
822	0.07154039013
823	0.07147707051
824	0.07139167496
825	0.07128946138
826	0.07123493151
827	0.07114788969
828	0.07102964858
829	0.07094345528
830	0.07088248539
831	0.0708133712
832	0.07076752956
833	0.07073213846
834	0.07065163094
835	0.07055364543
836	0.07040779491
837	0.07030944679
838	0.07016118851
839	0.07009028301
840	0.06999998492
841	0.06995067669
842	0.06985017465
843	0.0697953692
844	0.06978704358
845	0.06975487974
846	0.06971774083
847	0.06963613822
848	0.06954174259
849	0.0694181348
850	0.06934380622
851	0.06927849222
852	0.06921790671
853	0.06916394252
854	0.06905330179
855	0.06899261475
856	0.06887019632
857	0.06873048122
858	0.0686673284
859	0.06855093662
860	0.06847132839
861	0.06836480695
862	0.06826715506
863	0.06818737277
864	0.06813205966
865	0.06803450204
866	0.06796720817
867	0.06792834322
868	0.06784335379
869	0.06781874682
870	0.06777558127
871	0.06768849594
872	0.0675704724
873	0.06749887068
874	0.06743455749
875	0.06734572436
876	0.06724157442
877	0.06718062629
878	0.06712205691
879	0.06703779271
880	0.0669906094
881	0.06690400997
882	0.06686803143
883	0.06680031693
884	0.0667051018
885	0.06664690228
886	0.06658896385
887	0.06652517282
888	0.06642644759
889	0.06635398285
890	0.06630004767
891	0.06621293333
892	0.06612503574
893	0.06603925582
894	0.06593989963
895	0.06589695165
896	0.06584971033
897	0.06574787386
898	0.06567398042
899	0.0656324829
900	0.06557107788
901	0.06552105168
902	0.06540023601
903	0.0653554532
904	0.06527968142
905	0.06516039598
906	0.065076828
907	0.06498950335
908	0.06490981534
909	0.06484589377
910	0.06474897435
911	0.06464441104
912	0.06458331061
913	0.0645341982
914	0.06442655266
915	0.06436955702
916	0.06429569259
917	0.06418717678
918	0.06411044045
919	0.06405429332
920	0.06397012341
921	0.06392946715
922	0.0638383423
923	0.06375071304
924	0.06371585135
925	0.06364233503
926	0.0636063855
927	0.06357494688
928	0.06348832569
929	0.06340959498
930	0.06330273269
931	0.06326887182
932	0.06323078286
933	0.0631745197
934	0.06313690215
935	0.06306035437
936	0.06301199619
937	0.06292010985
938	0.06285272896
939	0.06280368181
940	0.06272545876
941	0.06266332126
942	0.06259163976
943	0.06252623874
944	0.06244341049
945	0.06235288758
946	0.06227417862
947	0.06224068761
948	0.06219954545
949	0.06216504637
950	0.06208061537
951	0.06201867368
952	0.06192582279
953	0.06186887792
954	0.06181722721
955	0.06176839038
956	0.06169424311
957	0.06161482343
958	0.06152742625
959	0.06146662317
960	0.06138519461
961	0.06133805482
962	0.06127374163
963	0.06119407538
964	0.06114681229
965	0.06108642259
966	0.06105369307
967	0.06100574827
968	0.06096665125
969	0.06090555807
970	0.0608416075
971	0.06078851359
972	0.06072531
973	0.06067107748
974	0.06061955731
975	0.06057779145
976	0.06053603647
977	0.06047835549
978	0.06044496602
979	0.06038620807
980	0.06035809463
981	0.06029049616
982	0.06023699974
983	0.06016089798
984	0.06013087719
985	0.06006219813
986	0.06000509371
987	0.05995761306
988	0.0599021404
989	0.05981793422
990	0.05974080626
991	0.05972333915
992	0.05967363205
993	0.05961320971
994	0.05956992813
995	0.05950975599
996	0.0594586347
997	0.05938818246
998	0.05933197007
999	0.05927350947
